Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
"Assign Commercial Group, Llc",2375 St Johns Bluff Rd S Ste 103 Ste 103,Jacksonville,FL,32246,United States,(904) 945-4175,https://www.assigncommercialgroup.com/,mike@assigncommercialgroup.com,,General contractor,"Assign Commercial Group, located in Jacksonville, FL, specializes in superior metal building construction tailored for diverse needs, including commercial, residential, and industrial applications. The company offers custom-designed metal structures such as offices, schools, warehouses, and more, utilizing advanced technology for design and implementation.",$1.5 M,7,2011,"15,154","23,236",https://www.linkedin.com/company/assign-commercial-group-llc,https://www.facebook.com/aloha-tiki-creations-353072464770246,,,,30.306499,'-81.5253071,John,Adkins,"Director, Business Development & Sales Associate",john@assigncommercialgroup.com
Avenue Roofing,6251 Philips Hwy Suite #5,Jacksonville,FL,32216,United States,(904) 467-8813,https://avenueroofing.com/,admin@avenueroofing.com,Service busy,Roofing contractor,"Avenue Roofing, located in Jacksonville, FL, specializes in high-quality roofing solutions for both residential and commercial properties. Their comprehensive services include roof repairs, replacements, inspections, and various roofing materials such as metal, asphalt, and tile.",$1.5 M,6,,"17,176","23,238",,https://www.facebook.com/avenueroofing,,,,30.2582625,'-81.6112546,,,,
Baker Roofing Company,9143 Philips Hwy Suite 170,Jacksonville,FL,32256,United States,(904) 204-6221,https://bakerroofing.com/jacksonville-fl-roofing-company/,info@bakerroofing.com,Unknown,Roofing contractor,"Founded in 1915, Baker Roofing Company operates as a commercial & residential roofing contractor. They offer roof replacement, repair, maintenance, assessment, coating, concrete, structural, & masonry restoration services, as well as providing installation and repair services.",$1.1 B,"1,710",1915,"17,176","23,238",https://www.linkedin.com/company/baker-roofing-company,https://www.facebook.com/bakerroofing,https://www.x.com/bakerroofing,https://www.instagram.com/bakerroofing,https://www.youtube.com/user/BakerRoofingCompany,30.2007108,'-81.5724458,Richard,Jenkins,Vice President,rjenkins@bakerroofing.com
Baldwin Roofing Company,8638 Philips Hwy Suite 12,Jacksonville,FL,32256,United States,(833) 217-7663,https://baldwinroofing.com/,office@baldwinroofing.com,Service busy,"Roofing contractor, Contractor","Baldwin Roofing is a roofing contractor based in Tampa, FL, specializing in high-quality residential and commercial roofing services, including shingle, metal, tile, and solar roofing. The company is committed to exceptional craftsmanship and customer satisfaction, offering services such as roof repairs, gutter installations, and storm damage restoration.",$1.1 M,14,2018,"17,176","23,238",https://www.linkedin.com/company/baldwin-roofing-company,https://www.facebook.com/baldwinroofingco,https://www.x.com/baldwinroofing,https://www.instagram.com/baldwinroofing,https://www.youtube.com/@BaldwinRoofing/featured,30.2094836,'-81.5806347,Jason,Mcpherson,General Manager,jason@baldwinroofing.com
Bao Construction Llc,10600 Theresa Dr #3,Jacksonville,FL,32246,United States,(904) 860-7437,https://baoconstructions.com/,,,Construction company,"If you’re looking for a professional team for all your roofing needs, we’ve got it all!",,,,,,,https://www.facebook.com/Bao-Construction-LLC-104869121775688,,,,30.3202291,'-81.5250723,,,,
Barber Klein,2443 St Johns Bluff Rd S,Jacksonville,FL,32246,United States,(904) 990-1075,https://barberklein.com/,info@barberklein.com,Service busy,General contractor,"Barber Klein, founded in 2006, is a woman owned, full service Design-Build firm headquartered in Jacksonville, FL. Our services include General Contracting, Construction Management, Construction Inspection, Design-Build and Commercial Roofing to public and private sector clients throughout the Southeast.",$5.2 M,16,2006,"72,724","81,812",https://www.linkedin.com/company/barber-klein,https://www.facebook.com/BarberKlein,,,,30.3048348,'-81.5251364,James,Hartmann,Branch Manager for Barber Klein Roofing (jacksonville),jhartmann@barberklein.com
Barrett Roofing Co,1910 Cassat Ave,Jacksonville,FL,32210,United States,(386) 342-4974,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.2833003,'-81.7307722,,,,
Baxter Restoration,8880 Corporate Square Ct Unit 3-4,Jacksonville,FL,32216,United States,(904) 329-3002,,,,"Water damage restoration service, Building restoration service, Fire damage restoration service",,,,,,,,,,,,30.305721,'-81.563189,,,,
Bbg Contracting Group Inc,10562 New Kings Rd,Jacksonville,FL,32219,United States,,,,,Roofing contractor,,,,,,,,,,,,30.42635,'-81.757259,,,,
Beaches Home Solutions,1715 Penman Rd,Jacksonville Beach,FL,32250,United States,(904) 372-3136,,,,Handyman/Handywoman/Handyperson,,,,,,,,,,,,30.3030431,'-81.4062359,,,,
Beaches Roofing Services,4376 Coquina Dr,Jacksonville,FL,32250,United States,(904) 903-0184,https://www.beachesroofingservices.com/,kemp@beachesroofingservices.com,Unknown,Roofing contractor,Beaches Roofing Services Of Jacksonville - Beaches Roofing Service,,,,,,,,,,,30.2660069,'-81.4328558,,,,
Beaver Home Services,216 Industrial Loop S Ste 101,Orange Park,FL,32073,United States,(904) 726-7080,https://beaverhomeserv.com/orange-park-roofing-contractor/,info@beaverhomeserv.com,Service busy,"Roofing contractor, Chimney services, Gutter cleaning service, Waterproofing service","Beaver Home Services is a Jacksonville-based roofing company specializing in emergency roof repair, inspections, and various roofing services. They provide 24/7 services and cater to both residential and commercial clients throughout Florida, ensuring quality craftsmanship and customer satisfaction.",$4.2 M,16,2018,"17,176","23,238",https://www.linkedin.com/company/40849412,https://www.facebook.com/beaverhomeserv,,https://www.instagram.com/beaverhomeservices,,30.1791447,'-81.7137791,,,,
Bemar Construction,5818 Grace Ln,Jacksonville,FL,32205,United States,(904) 683-3771,https://www.bemarconstruction.com/,krs@bemarconstruction.com,,Construction company,"Bemar Construction is a Florida based company, located in Jacksonville. The company was established in 2007, and within that time the company has expanded and continues to grow. The company is under the direction and supervision of a State Certified General Contractor.",$401 K,5,2007,"15,154","23,236",https://www.linkedin.com/company/bemar-construction,,,,,30.3088855,'-81.7480521,Mario,Mendez,President,mario@bemarconstruction.com
Benchmark Quality Gutters,11828 New Kings Rd #115,Jacksonville,FL,32219,United States,(904) 759-9800,https://benchmarkqualitygutters.com/,web.archive.orgweb20161216063822benchmarkqualitygutters@gmail.com,,Gutter cleaning service,BENCHMARK QUALITY GUTTERS | Professional seamless gutter installation and maintenance. CALL NOW 9047599800.,,5,,"17,176","23,238",https://www.linkedin.com/company/benchmark-quality-gutters,https://www.facebook.com/Benchmark.Quality.Gutters,https://www.x.com/benchmark_fl,,,30.4485803,'-81.7697819,,,,
Benton Integrity Replacement Windows & Doors,5570 Florida Mining Blvd S Ste 309,Jacksonville,FL,32257,United States,(904) 428-1311,https://www.bentonintegrityreplacementwindows.com/,,,"Window installation service, Bathroom remodeler, Door supplier, Kitchen remodeler",,,,,,,,,,,,30.1857461,'-81.5696914,,,,
Benton Integrity Roofing Systems,5570 Florida Mining Blvd S,Jacksonville,FL,32257,United States,(904) 262-7663,https://www.integrityroofingsystems.com/,servicetech@integrityroofingsystems.com,,"Roofing contractor, General contractor","Benton Integrity Roofing Systems is a company based out of JACKSONVILLE, FL, United States.",$2 M,3,,"17,176","23,238",https://www.linkedin.com/company/benton-integrity-roofing-systems,,,,https://www.youtube.com/channel/UChL7Uk4okWOg0cRHb2NkvPg,30.1857411,'-81.5695827,,,,
Best Choice Roofing,8933 Western Way Suite 14,Jacksonville,FL,32256,United States,(904) 747-3202,https://bestchoiceroofing.com/jacksonville/,marketing@bestchoiceroofing.com,,Roofing contractor,"Best Choice Roofing (BCR) has been protecting homes and building careers since 2009, helping thousands of homeowners restore their properties after storm damage and natural weathering. What started as a small business has grown into one of the largest and fastest-growing residential roofing companies in the U.",$67.8 M,969,2009,"17,176","23,238",https://www.linkedin.com/company/best-choice-roofing,https://www.facebook.com/866bestchoice,https://www.x.com/bestchoicer,https://www.instagram.com/866bestchoice,https://www.youtube.com/channel/UCmXr_TUtz6ScxjXQ3cSe1RA,30.204419,'-81.5578134,Michael,Demo,General Manager,michael.demo@bestchoiceroofing.com
Best Jacksonville Roofing,7033 Commonwealth Ave 23 #23,Jacksonville,FL,32220,United States,(904) 441-5126,https://jacksonvillerooffix.com/,,,Roofing contractor,Roof Repair in Jacksonville (904) 441-5126 Call Us,,,,,,,,,,,30.3364024,'-81.764125,,,,
Best Roof Company,10752 Deerwood Park Blvd #100,Jacksonville,FL,32256,United States,(904) 500-2378,https://www.bestroofjax.com/,bestroofjax@yahoo.com,Unknown,Roofing contractor,"Matt has been in the roofing business full time since 1998. The co-owner is Kellie Maynard, and she is involved in sales/office. Kellie has worked in customer service since 2005, so it was only fitting that she use her skills in that side of the business.",<$5 M,<25,1998,"17,176","23,238",,https://www.facebook.com/1604829019809919,,,,30.2469731,'-81.5309904,,,,
Best Roofing,1033 Larkspur Loop,Fruit Cove,FL,32259,United States,(224) 595-7446,,,,Roofing contractor,,,,,,,,,,,,30.1173348,'-81.6168625,,,,
Best Value Management,1225 W Beaver St Ste 123-06,Jacksonville,FL,32204,United States,(904) 327-3166,https://bestvaluemgt.com/,sean.corrigan@bestvaluemgt.com,,"Roofing contractor, Construction company","Best Value Management specializes in roofing and construction services for government, commercial, and residential clients. They aim to be a trusted partner in all roofing projects, offering expert design and build solutions. With a focus on quality and customer satisfaction, the company seeks to establish itself as the go-to choice among roofing and construction firms.",$5.4 M,14,2013,"17,176","23,238",,,,,,30.3364331,'-81.6743015,Sean,Corrigan,Vice President,sean.corrigan@bestvaluemgt.com
Better Home Improvement,538 Park Ave Ste 1,Orange Park,FL,32073,United States,(904) 267-2498,https://www.bhimprovement.com/,,,"General contractor, Siding contractor, Sunroom contractor","Better Home Improvement is a trusted general contractor based in Northeast Florida, specializing in quality home renovations including siding, windows, sunrooms, and patio covers. Established in 1990, the company is family-owned and operated, offering services with a lifetime craftsmanship warranty and upfront pricing.",$390 K,4,1990,"17,176","23,238",,https://facebook.com/BetterHomeImprovement,https://www.x.com/bhi_jax,https://instagram.com/betterhomeimprovement_jax,,30.1832514,'-81.7023347,,,,
Bfa,7254 Golden Wings Rd,Jacksonville,FL,32244,United States,(904) 990-1071,http://bfaconstruction.com/about-us.html,,,Roofing contractor,"BFA Contracting Inc is a Native American, Woman-Owned, 8(a) Certified construction firm located in Jacksonville, Florida. The company specializes in providing innovative solutions across various markets, including federal, municipal, institutional, residential, and commercial sectors.",$2.5 M,7,2016,"15,152","23,236",https://www.linkedin.com/company/bfa-construct,https://www.facebook.com/bfa-contracting-inc-340188243486323,,,,30.2233966,'-81.7036363,,,,
Big Deal Discount Outlet,8650 Normandy Blvd,Jacksonville,FL,32221,United States,(904) 504-1417,https://www.facebook.com/bigdealdiscountoutletjax,eric@bigdealdiscountoutlet.com,Unknown,"Roofing supply store, Building materials store, Surplus store, Wood and laminate flooring supplier",,,,,,,,https://www.facebook.com/bigdealdiscountoutletjax,,,,30.2881334,'-81.7954292,,,,
"Big Ed's Roofing, Llc",13581 Lobo Ct,Jacksonville,FL,32224,United States,(904) 688-6747,,,,Roofing contractor,,,,,,,,,,,,30.3136738,'-81.4490254,,,,
Big Tuna Roofing,3780 Kori Rd Suite # 11,Jacksonville,FL,32257,United States,(904) 374-9534,,,,Roofing contractor,,,,,,,,,,,,30.2000443,'-81.6166456,,,,
Bigfoot Roofing & Construction,2929 Edison Ave,Jacksonville,FL,32254,United States,(904) 984-7816,https://www.bigfootroofing.com/,kyle.maxwell@bigfootroofing.com,,"Roofing contractor, Construction company, Siding contractor","Bigfoot Roofing & Construction
At Bigfoot Roofing & Construction, we deliver Florida Strong, Legendary Results. For over 14 years, we’ve proudly served homeowners and businesses across the state, specializing in high-quality roof replacements, repairs, and storm restoration.",$4.0 M,4,2011,"17,176","23,238",,https://www.facebook.com/bigfootroofing,,https://www.instagram.com/bigfootroofing,,30.3232317,'-81.7031145,Lance,Holman,,lance.holman@bigfootroofing.com
Bigfoot Roofing & Construction,1510 Penman Rd Suite 20,Jacksonville Beach,FL,32250,United States,(904) 751-6112,https://www.bigfootroofing.com/,kyle.maxwell@bigfootroofing.com,,"Roofing contractor, Construction company, Siding contractor","Bigfoot Roofing & Construction
At Bigfoot Roofing & Construction, we deliver Florida Strong, Legendary Results. For over 14 years, we’ve proudly served homeowners and businesses across the state, specializing in high-quality roof replacements, repairs, and storm restoration.",$4.0 M,4,2011,"17,176","23,238",,https://www.facebook.com/bigfootroofing,,https://www.instagram.com/bigfootroofing,,30.300974,'-81.406932,Lance,Holman,,lance.holman@bigfootroofing.com
Bill Simpson Roofing Inc,7419 Merrill Rd,Jacksonville,FL,32277,United States,(904) 744-9238,,,,Roofing contractor,,,,,,,,,,,,30.3289797,'-81.596752,,,,
